sub_subcategory_id,sub_subcategory_name,category_id,category_name,deal_id,sic,sic_description,sic_6_digit,sic_6_digit_description,SIC 8-digit,8_digit_Description,naics,naics_description
779,Mobile Vendor,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Mobile Vendor,24510202.0,Mobile classrooms,722330,Mobile Food Services
752,Nut Shop,17,Quick Serve Restaurants,11,5441,"Candy, Nut, and Confectionery Stores",544100,Nut Shop,1739907.0,Tung nut grove,445292,Confectionery and Nut Stores
832,Off-Site Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Off-Site Catering,17999932.0,Welding on site,722320,Caterers
831,On-Site Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,On-Site Catering,17999932.0,Welding on site,722320,Caterers
819,Organic Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Organic Catering,28240000.0,"Organic fibers, noncellulosic",722320,Caterers
834,Outdoor Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Outdoor Catering,24210400.0,Outdoor wood structural products,722320,Caterers
837,Park Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Park Catering,25319908.0,"Picnic tables or benches, park",722320,Caterers
801,Party Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Party Catering,51990210.0,"Party favors, balloons, hats, etc.",722320,Caterers
747,Pastry Shop,17,Quick Serve Restaurants,11,5461,Retail Bakeries,546100,Pastry Shop,79991124.0,Cake or pastry decorating instruction,722513,Limited-Service Restaurants
805,Pizza Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Pizza Catering,20330104.0,"Pizza sauce: packaged in cans, jars, etc.",722320,Caterers
811,Plated Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Plated Catering,33121000.0,Coated or plated products,722320,Caterers
781,Pop-up Restaurant,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Pop-up Restaurant,50120304.0,Pop-up campers,722513,Limited-Service Restaurants
751,Popcorn Shop,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Popcorn Shop,20649918.0,Popcorn balls or other treated popcorn products,722513,Limited-Service Restaurants
749,Pretzel Shop,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Pretzel Shop,34430000.0,Fabricated plate work (boiler shop),722513,Limited-Service Restaurants
759,Protein Bar,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Protein Bar,20759906.0,Soybean protein concentrates and isolates,722513,Limited-Service Restaurants
777,Quick Bite,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Quick Bite,38429907.0,"First aid, snake bite, and burn kits",722513,Limited-Service Restaurants
828,Regional Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Regional Catering,65120202.0,"Shopping center, super-regional (more than 1,000,000 sq ft)",722320,Caterers
795,Resort Dining,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Resort Dining,70110303.0,Resort hotel,722511,Full-Service Restaurants
762,Salad Bar,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Salad Bar,20350000.0,"Pickles, sauces, and salad dressings",722513,Limited-Service Restaurants
806,Sandwich Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Sandwich Catering,20139918.0,"Spreads, sandwich: meat, from purchased meat",722320,Caterers
765,Sandwich Shop,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Sandwich Shop,20139918.0,"Spreads, sandwich: meat, from purchased meat",722513,Limited-Service Restaurants
791,School Cafeteria,17,Quick Serve Restaurants,11,5812,Eating Places,581200,School Cafeteria,41510000.0,School buses,722513,Limited-Service Restaurants
782,Seasonal Stand,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Seasonal Stand,58120206.0,Soft drink stand,722330,Mobile Food Services
756,Shaved Ice,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Shaved Ice,20240103.0,"Ice milk, bulk",722513,Limited-Service Restaurants
745,Smoothie Bar,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Smoothie Bar,25410101.0,"Bar fixtures, wood",722513,Limited-Service Restaurants
785,Snack Bar,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Snack Bar,58120314.0,Snack bar,722513,Limited-Service Restaurants
757,Snow Cone,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Snow Cone,58120204.0,Snow cone stand,722513,Limited-Service Restaurants
763,Soup Bar,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Soup Bar,20320302.0,"Beef soup: packaged in cans, jars, etc.",722513,Limited-Service Restaurants
825,Specialty Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Specialty Catering,20489908.0,"Feeds, specialty: mice, guinea pig, etc.",722320,Caterers
789,Stadium Food,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Stadium Food,25310402.0,Stadium seating,722513,Limited-Service Restaurants
780,Street Food,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Street Food,16110102.0,Highway and street sign installation,722330,Mobile Food Services
766,Sub Shop,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Sub Shop,34430000.0,Fabricated plate work (boiler shop),722513,Limited-Service Restaurants
804,Taco Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Taco Catering,58129903.0,Caterers,722320,Caterers
773,Takeout Only,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Takeout Only,58120500.0,Family restaurants,722513,Limited-Service Restaurants
746,Tea Shop,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Tea Shop,20860100.0,"Iced tea and fruit drinks, bottled and canned",722513,Limited-Service Restaurants
835,Tent Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Tent Catering,37929906.0,Tent-type camping trailers,722320,Caterers
793,University Dining,17,Quick Serve Restaurants,11,5812,Eating Places,581200,University Dining,82210102.0,University,722513,Limited-Service Restaurants
822,Upscale Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Upscale Catering,58129903.0,Caterers,722320,Caterers
817,Vegan Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Vegan Catering,58129903.0,Caterers,722320,Caterers
770,Virtual Restaurant,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Virtual Restaurant,34449908.0,Restaurant sheet metalwork,722513,Limited-Service Restaurants
824,Volume Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Volume Catering,58129903.0,Caterers,722320,Caterers
799,Wedding Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Wedding Catering,23350102.0,Wedding gowns and dresses,722320,Caterers
764,Wrap Shop,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Wrap Shop,26790500.0,"Gift wrap and novelties, paper",722513,Limited-Service Restaurants
623,Agricultural Property,11,Real Estate,11,6519,Lessors of Real Property NEC,651900,Agricultural Property,14220101.0,"Agricultural limestone, ground",531190,Lessors of Other Real Estate Property
610,Apartment Complexes,11,Real Estate,11,6513,Operators of Apartment Buildings,651300,Apartment Complexes,15319902.0,Cooperative apartment developers,531110,Lessors of Residential Buildings and Dwellings
624,Commercial Leasing,11,Real Estate,11,6512,Operators of Nonresidential Buildings,651200,Commercial Leasing,44990305.0,Steamship leasing,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
611,Commercial Property,11,Real Estate,11,6512,Operators of Nonresidential Buildings,651200,Commercial Property,17210401.0,Commercial wallcovering contractor,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
612,Condominiums,11,Real Estate,11,6513,Operators of Apartment Buildings,651300,Condominiums,50390101.0,Metal buildings,531110,Lessors of Residential Buildings and Dwellings
625,Construction/Development,11,Real Estate,11,1531,Operative Builders,153100,Construction/Development,10810102.0,"Mine development, metal",236117,New Housing For-Sale Builders
626,Hotel/Hospitality,11,Real Estate,11,7011,Hotels and Motels,701100,Hotel/Hospitality,15220202.0,"Renovation, hotel/motel",721110,Hotels (except Casino Hotels) and Motels
613,Industrial Property,11,Real Estate,11,6512,Operators of Nonresidential Buildings,651200,Industrial Property,14460000.0,Industrial sand,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
614,Land Development,11,Real Estate,11,6552,Land Subdividers and Developers,655200,Land Development,16290401.0,Land leveling,236117,New Housing For-Sale Builders
627,Luxury Properties,11,Real Estate,11,6513,Operators of Apartment Buildings,651300,Luxury Properties,38260700.0,Instruments measuring thermal properties,531110,Lessors of Residential Buildings and Dwellings
628,Manufactured Housing,11,Real Estate,11,6515,Operators of Residential Mobile Home Sites,651500,Manufactured Housing,32720707.0,"Housing components, prefabricated concrete",531190,Lessors of Other Real Estate Property
629,Mixed-Use Development,11,Real Estate,11,6552,Land Subdividers and Developers,655200,Mixed-Use Development,20419902.0,"Corn grits and flakes, for brewers' use",236117,New Housing For-Sale Builders
615,Mobile Home Parks,11,Real Estate,11,6515,Operators of Residential Mobile Home Sites,651500,Mobile Home Parks,24510101.0,Mobile home frames,531190,Lessors of Other Real Estate Property
616,Office Buildings,11,Real Estate,11,6512,Operators of Nonresidential Buildings,651200,Office Buildings,15420102.0,"Commercial and office buildings, prefabricated erection",531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
617,Property Management,11,Real Estate,11,6531,Real Estate Agents and Managers,653100,Property Management,65120201.0,"Shopping center, property operation only",531311,Residential Property Managers
618,Real Estate Agencies,11,Real Estate,11,6531,Real Estate Agents and Managers,653100,Real Estate Agencies,60999905.0,Fiduciary agencies other than real estate or trust,531210,Offices of Real Estate Agents and Brokers
630,Real Estate Investment,11,Real Estate,11,6798,Real Estate Investment Trusts,679800,Real Estate Investment,67980000.0,Real estate investment trusts,525930,Real Estate Investment Trusts
631,Real Estate Services,11,Real Estate,11,6531,Real Estate Agents and Managers,653100,Real Estate Services,65310000.0,Real estate agents and managers,531210,Offices of Real Estate Agents and Brokers
632,Rental Properties,11,Real Estate,11,6513,Operators of Apartment Buildings,651300,Rental Properties,38260700.0,Instruments measuring thermal properties,531110,Lessors of Residential Buildings and Dwellings
619,Residential Property,11,Real Estate,11,6513,Operators of Apartment Buildings,651300,Residential Property,17210402.0,Residential wallcovering contractor,531110,Lessors of Residential Buildings and Dwellings
620,Retail Property,11,Real Estate,11,6512,Operators of Nonresidential Buildings,651200,Retail Property,65120200.0,"Property operation, retail establishment",531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
621,Storage Facilities,11,Real Estate,11,4225,General Warehousing and Storage,422500,Storage Facilities,45810100.0,Hangars and other aircraft storage facilities,531130,Lessors of Miniwarehouses and Self-Storage Units
633,Vacation Rentals,11,Real Estate,11,7041,Organization Hotels and Lodging Houses,704100,Vacation Rentals,67330103.0,Vacation funds for employees,721199,All Other Traveler Accommodation
622,Warehouses,11,Real Estate,11,4225,General Warehousing and Storage,422500,Warehouses,42219901.0,Cotton compresses and warehouses,531130,Lessors of Miniwarehouses and Self-Storage Units
22,American,1,Restaurants,11,5812,Eating Places,581200,American Restaurants,58120101.0,American restaurant,722511,Full-Service Restaurants
49,Asian,1,Restaurants,11,5812,Eating Places,581200,Asian Restaurants,58120500.0,Family restaurants,722511,Full-Service Restaurants
2,Bakeries/Coffee/Snacks,1,Restaurants,11,5812,Eating Places,581210,Bakeries/Coffee/Snacks,20389907.0,"Snacks, incl. onion rings, cheese sticks, etc.",722513,Limited-Service Restaurants
40,Bar & Grill/Pub,1,Restaurants,11,5813,Drinking Places,581300,Bar & Grill/Pub,25410101.0,"Bar fixtures, wood",722410,Drinking Places (Alcoholic Beverages)
3,BBQ,1,Restaurants,11,5812,Eating Places,581200,BBQ Restaurants,58120500.0,Family restaurants,722511,Full-Service Restaurants
44,Breakfast/Brunch,1,Restaurants,11,5812,Eating Places,581200,Breakfast/Brunch Restaurants,20430000.0,Cereal breakfast foods,722511,Full-Service Restaurants
75,Brewery/Distillery,1,Restaurants,11,2082,Malt Beverages,208200,Brewery/Distillery,35560402.0,Distillery machinery,312120,Breweries
50,Buffet,1,Restaurants,11,5812,Eating Places,581200,Buffet Restaurants,58129901.0,Buffet (eating places),722511,Full-Service Restaurants
76,Casino/Gaming,1,Restaurants,11,7999,Amusement and Recreation Services NEC,799900,Casino/Gaming,70110301.0,Casino hotel,713210,Casinos (except Casino Hotels)
51,Caterer,1,Restaurants,11,5812,Eating Places,581200,Catering Services,7119901.0,Fertilizer application services,722320,Caterers
5,Chicken,1,Restaurants,11,5812,Eating Places,581200,Chicken Restaurants,2520000.0,Chicken eggs,722513,Limited-Service Restaurants
77,Cocktail Lounges/Taverns,1,Restaurants,11,5813,Drinking Places,581300,Cocktail Lounges/Taverns,20870202.0,"Cocktail mixes, nonalcoholic",722410,Drinking Places (Alcoholic Beverages)
52,Drive-Ins/Drive Thru,1,Restaurants,11,5812,Eating Places,581200,Drive-In Restaurants,73899914.0,Drive-a-way automobile service,722513,Limited-Service Restaurants
53,Family Restaurant,1,Restaurants,11,5812,Eating Places,581200,Family Restaurants,58120500.0,Family restaurants,722511,Full-Service Restaurants
54,Fast Food/Take Out,1,Restaurants,11,5812,Eating Places,581200,Fast Food Restaurants,58120300.0,Fast food restaurants and stands,722513,Limited-Service Restaurants
55,Fine Dining,1,Restaurants,11,5812,Eating Places,581200,Fine Dining Restaurants,26219901.0,Fine paper,722511,Full-Service Restaurants
56,Food Trucks,1,Restaurants,11,5812,Eating Places,581200,Mobile Food Services,87420407.0,Restaurant and food services consultants,722330,Mobile Food Services
57,Franchise Restaurant,1,Restaurants,11,5812,Eating Places,581200,Franchise Restaurants,58120600.0,Pizza restaurants,722511,Full-Service Restaurants
45,International/Ethnic,1,Restaurants,11,5812,Eating Places,581200,International/Ethnic Restaurants,20320200.0,"Ethnic foods, canned, jarred, etc.",722511,Full-Service Restaurants
38,Latin American,1,Restaurants,11,5812,Eating Places,581200,Latin American Restaurants,58120101.0,American restaurant,722511,Full-Service Restaurants
35,Local,1,Restaurants,11,5812,Eating Places,581200,Local Restaurants,41110000.0,Local and suburban transit,722511,Full-Service Restaurants
62,Mexican,1,Restaurants,11,5812,Eating Places,581200,Mexican Restaurants,20320208.0,"Mexican foods, nec: packaged in cans, jars, etc.",722511,Full-Service Restaurants
68,Organic/Vegetarian,1,Restaurants,11,5812,Eating Places,581200,Organic/Vegetarian Restaurants,28240000.0,"Organic fibers, noncellulosic",722511,Full-Service Restaurants
15,Pizza/Italian,1,Restaurants,11,5812,Eating Places,581200,Pizza/Italian Restaurants,58120600.0,Pizza restaurants,722513,Limited-Service Restaurants
69,Ramen,1,Restaurants,11,5812,Eating Places,581200,Ramen Restaurants,58120500.0,Family restaurants,722511,Full-Service Restaurants
7,Sandwiches/Soups/Salads/Deli,1,Restaurants,11,5812,Eating Places,581200,Sandwich/Deli Shops,20139918.0,"Spreads, sandwich: meat, from purchased meat",722513,Limited-Service Restaurants
70,Sports Bar,1,Restaurants,11,5813,Drinking Places,581300,Sports Bar,23210200.0,Men's and boys' sports and polo shirts,722410,Drinking Places (Alcoholic Beverages)
4,Steak/Seafood,1,Restaurants,11,5812,Eating Places,581200,Steak/Seafood Restaurants,58120700.0,Seafood restaurants,722511,Full-Service Restaurants
71,Sushi,1,Restaurants,11,5812,Eating Places,581200,Sushi Restaurants,58120114.0,Sushi bar,722511,Full-Service Restaurants
72,Wine Bar,1,Restaurants,11,5813,Drinking Places,581300,Wine Bar,58130106.0,Wine bar,722410,Drinking Places (Alcoholic Beverages)
73,Winery,1,Restaurants,11,2084,"Wines, Brandy, and Brandy Spirits",208400,Winery,51820100.0,Wine,312130,Wineries
243,Adult Store,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Adult Store,17519904.0,Store fixture installation,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
244,Alternative Medicine,4,Retail,11,5499,Miscellaneous Food Stores,549900,Alternative Medicine,25149905.0,Medicine cabinets and vanities: metal,446199,All Other Health and Personal Care Stores
245,Antiques,4,Retail,11,5932,Used Merchandise Stores,593200,Antiques,50990700.0,"Antiques, souvenirs, and novelties",453310,Used Merchandise Stores
217,Apparel,4,Retail,11,5651,Family Clothing Stores,565100,Apparel Stores,56990000.0,Miscellaneous apparel and accessory stores,448140,Family Clothing Stores
246,Art Gallery,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Art Gallery,84120100.0,Art gallery,453920,Art Dealers
247,Arts & Crafts,4,Retail,11,5945,"Hobby, Toy, and Game Shops",594500,Arts & Crafts,79991101.0,Arts and crafts instruction,451120,"Hobby, Toy, and Game Stores"
248,Baby/Children,4,Retail,11,5641,Children's and Infants' Wear Stores,564100,Baby/Children,20230100.0,Baby formulas,448130,Children's and Infants' Clothing Stores
249,Barber,4,Retail,11,7241,Barber Shops,724100,Barber,72419901.0,Barber college,812111,Barber Shops
250,Bath & Body,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Bath & Body,22530503.0,"Body stockings, knit",446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
218,Beauty Salon,4,Retail,11,7231,Beauty Shops,723100,Beauty Salon,50870100.0,Beauty salon and barber shop equipment and supplies,812112,Beauty Salons
251,Beauty Supply,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Beauty Supply,36770104.0,"Transformers power supply, electronic type",446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
252,Bicycle Shop,4,Retail,11,5941,Sporting Goods Stores and Bicycle Shops,594199,Bicycle Shop,76990901.0,Bicycle repair shop,451110,Sporting Goods Stores
219,Books,4,Retail,11,5942,Book Stores,594200,Book Stores,59320300.0,"Book stores, secondhand",451211,Book Stores
253,Boutique,4,Retail,11,5621,Women's Clothing Stores,562100,Boutique,56210000.0,Women's clothing stores,448120,Women's Clothing Stores
254,Bridal,4,Retail,11,5699,Miscellaneous Apparel and Accessory Stores,569900,Bridal,59490101.0,Bridal fabrics,448190,Other Clothing Stores
315,Carpet & Rug,4,Retail,11,5713,Floor Covering Stores,571300,Carpet & Rug,22810400.0,"Carpet and rug yarn, spun",442210,Floor Covering Stores
255,Cell Phone Repair,4,Retail,11,7629,Electrical and Electronic Repair Shops NEC,762900,Cell Phone Repair,26790902.0,"Fuel cell forms, cardboard: made from purchased material",811213,Communication Equipment Repair and Maintenance
242,Clothing,4,Retail,11,5651,Family Clothing Stores,565100,Clothing,23260000.0,Men's and boy's work clothing,448140,Family Clothing Stores
256,Collectibles,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Collectibles,59610400.0,"Stamps, coins, and other collectibles, mail order",453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
257,Comic Book Store,4,Retail,11,5942,Book Stores,594200,Comic Book Store,51929905.0,Comic books,451211,Book Stores
258,Computer Store,4,Retail,11,5734,Computer and Computer Software Stores,573400,Computer Store,17310102.0,Computer power conditioning,443142,Electronics Stores
220,Convenience,4,Retail,11,5411,Grocery Stores,541100,Convenience Stores,54110200.0,Convenience stores,445120,Convenience Stores
259,Copy & Print,4,Retail,11,7334,Photocopying and Duplicating Services,733400,Copy & Print,22119919.0,"Print cloths, cotton",561439,Other Business Service Centers (including Copy Shops)
260,Cosmetics,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Cosmetics,28440000.0,"Perfumes, cosmetics and other toilet preparations",446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
261,Costume,4,Retail,11,5699,Miscellaneous Apparel and Accessory Stores,569900,Costume,39610200.0,Costume novelties,448190,Other Clothing Stores
221,Department Store,4,Retail,11,5311,Department Stores,531100,Department Store,37110403.0,"Fire department vehicles (motor vehicles), assembly of",452111,Department Stores (except Discount Department Stores)
262,Discount Store,4,Retail,11,5331,Variety Stores,533100,Discount Store,17519904.0,Store fixture installation,452112,Discount Department Stores
263,Dollar Store,4,Retail,11,5331,Variety Stores,533100,Dollar Store,17519904.0,Store fixture installation,452990,All Other General Merchandise Stores
264,Dry Cleaners,4,Retail,11,7216,"Dry Cleaning Plants, Except Rug Cleaning",721600,Dry Cleaners,28420104.0,Drain pipe solvents or cleaners,812320,Drycleaning and Laundry Services (except Coin-Operated)
316,E-Cigarettes,4,Retail,11,5993,Tobacco Stores and Stands,599300,E-Cigarettes,21110000.0,Cigarettes,453991,Tobacco Stores
222,Electronics,4,Retail,11,5731,"Radio, Television, and Consumer Electronics Stores",573100,Electronics,38250107.0,"Internal combustion engine analyzers, to test electronics",443142,Electronics Stores
223,Eyewear,4,Retail,11,5995,Optical Goods Stores,599500,Eyewear,59950000.0,Optical goods stores,446130,Optical Goods Stores
265,Fabric Store,4,Retail,11,5949,"Sewing, Needlework, and Piece Goods Stores",594900,Fabric Store,22110000.0,"Broadwoven fabric mills, cotton",451130,"Sewing, Needlework, and Piece Goods Stores"
317,Fishmarket/Butcher,4,Retail,11,5421,Meat and Fish (Seafood) Markets,542100,Fishmarket/Butcher,72999912.0,"Butcher service, processing only - does not sell meat",445210,Meat Markets
266,Floor Covering,4,Retail,11,5713,Floor Covering Stores,571300,Floor Covering,57139905.0,Vinyl floor covering,442210,Floor Covering Stores
318,Flooring,4,Retail,11,5713,Floor Covering Stores,571300,Flooring,17529901.0,Access flooring system installation,442210,Floor Covering Stores
224,Flowers/Nursery,4,Retail,11,5992,Florists,599200,Flowers/Nursery,51930200.0,Flowers and nursery stock,453110,Florists
267,Formal Wear,4,Retail,11,5699,Miscellaneous Apparel and Accessory Stores,569900,Formal Wear,56999904.0,Formal wear,448190,Other Clothing Stores
268,Framing,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Framing,17519901.0,Framing contractor,453930,Manufactured (Mobile) Home Dealers
225,Furniture,4,Retail,11,5712,Furniture Stores,571200,Furniture,22110606.0,Furniture denim,442110,Furniture Stores
269,Gaming Store,4,Retail,11,5945,"Hobby, Toy, and Game Shops",594500,Gaming Store,17519904.0,Store fixture installation,451120,"Hobby, Toy, and Game Stores"
226,Gift Shops,4,Retail,11,5947,"Gift, Novelty, and Souvenir Shops",594700,Gift Shops,39990802.0,"Boutiquing: decorating gift items with sequins, fruit, etc.",453220,"Gift, Novelty, and Souvenir Stores"
227,Grocery/Supermarket,4,Retail,11,5411,Grocery Stores,541100,Grocery/Supermarket,30890210.0,"Holders: paper towel, grocery bag, etc.: plastics",445110,Supermarkets and Other Grocery (except Convenience) Stores
270,Gun Shop,4,Retail,11,5941,Sporting Goods Stores and Bicycle Shops,594199,Gun Shop,24260301.0,"Gun stocks, wood",451110,Sporting Goods Stores
271,Hair Salon,4,Retail,11,7231,Beauty Shops,723100,Hair Salon,28440100.0,"Hair preparations, including shampoos",812112,Beauty Salons
272,Handbags,4,Retail,11,5948,Luggage and Leather Goods Stores,594800,Handbags,31720103.0,"Handbags, regardless of material: men's",448320,Luggage and Leather Goods Stores
228,Hardware/Home Improvement,4,Retail,11,5251,Hardware Stores,525100,Hardware/Home Improvement,72999906.0,Home improvement and renovation contractor agency,444110,Home Centers
273,Health Food,4,Retail,11,5499,Miscellaneous Food Stores,549900,Health Food,58129909.0,Health food restaurant,446191,Food (Health) Supplement Stores
274,Hearing Aids,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Hearing Aids,38420412.0,Hearing aids,446199,All Other Health and Personal Care Stores
275,Hobby Store,4,Retail,11,5945,"Hobby, Toy, and Game Shops",594500,Hobby Store,39449908.0,Hobby horses,451120,"Hobby, Toy, and Game Stores"
276,Home Decor,4,Retail,11,5719,Miscellaneous Home Furnishings Stores,571900,Home Decor,28440103.0,Home permanent kits,442299,All Other Home Furnishings Stores
277,Hunting & Fishing,4,Retail,11,5941,Sporting Goods Stores and Bicycle Shops,594199,Hunting & Fishing,9199905.0,Seal hunting,451110,Sporting Goods Stores
229,Jewelry,4,Retail,11,5944,Jewelry Stores,594400,Jewelry,31720203.0,"Cases, jewelry",448310,Jewelry Stores
278,Kitchen & Bath,4,Retail,11,5713,Floor Covering Stores,571399,Kitchen & Bath,23920505.0,Washcloths and bath mitts: made from purchased materials,444220,"Nursery, Garden Center, and Farm Supply Stores"
279,Laundromat,4,Retail,11,7215,Coin-Operated Laundry and Drycleaning,721500,Laundromat,72150000.0,Coin-operated laundries and cleaning,812310,Coin-Operated Laundries and Drycleaners
280,Leather Goods,4,Retail,11,5948,Luggage and Leather Goods Stores,594800,Leather Goods,31990000.0,"Leather goods, nec",448320,Luggage and Leather Goods Stores
281,Lingerie,4,Retail,11,5621,Women's Clothing Stores,562199,Lingerie,51370202.0,Lingerie,448120,Women's Clothing Stores
230,Liquor Store,4,Retail,11,5921,Liquor Stores,592100,Liquor Store,28730101.0,Ammonia liquor,445310,"Beer, Wine, and Liquor Stores"
282,Luggage,4,Retail,11,5948,Luggage and Leather Goods Stores,594800,Luggage,22111110.0,"Luggage fabrics, cotton",448320,Luggage and Leather Goods Stores
283,Massage,4,Retail,11,7299,Miscellaneous Personal Services,729900,Massage,72990201.0,Massage parlor,812199,Other Personal Care Services
231,Mattress,4,Retail,11,5712,Furniture Stores,571299,Mattress,23920604.0,Mattress pads,442110,Furniture Stores
232,Mobile Phones,4,Retail,11,5731,"Radio, Television, and Consumer Electronics Stores",573199,Mobile Phones,24510202.0,Mobile classrooms,443142,Electronics Stores
284,Motorcycle Gear,4,Retail,11,5699,Miscellaneous Apparel and Accessory Stores,569900,Motorcycle Gear,34620100.0,Gear and chain forgings,448190,Other Clothing Stores
233,Music Store,4,Retail,11,5736,Musical Instrument Stores,573600,Music Store,39310102.0,Autophones (organs with perforated music rolls),451140,Musical Instrument and Supplies Stores
285,Nails,4,Retail,11,7231,Beauty Shops,723199,Nails,33150200.0,"Nails, spikes, brads, and similar items",812113,Nail Salons
286,Nutrition,4,Retail,11,5499,Miscellaneous Food Stores,549900,Nutrition,80490100.0,Nutrition specialist,446191,Food (Health) Supplement Stores
234,Office Supplies,4,Retail,11,5943,Stationery and Office Supplies Stores,594300,Office Supplies,51129907.0,"Office supplies, nec",453210,Office Supplies and Stationery Stores
287,Optical,4,Retail,11,5995,Optical Goods Stores,599500,Optical,30899915.0,"Lenses, except optical: plastics",446130,Optical Goods Stores
288,Outdoor Gear,4,Retail,11,5941,Sporting Goods Stores and Bicycle Shops,594199,Outdoor Gear,34620100.0,Gear and chain forgings,451110,Sporting Goods Stores
289,Party Supplies,4,Retail,11,5947,"Gift, Novelty, and Souvenir Shops",594700,Party Supplies,73590600.0,Party supplies rental services,453220,"Gift, Novelty, and Souvenir Stores"
235,Pawn Shop,4,Retail,11,5932,Used Merchandise Stores,593200,Pawn Shop,34430000.0,Fabricated plate work (boiler shop),522298,All Other Non-Depository Credit Intermediation
290,Perfume,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Perfume,28440302.0,"Concentrates, perfume",446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
236,Pet Store,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Pet Store,38450117.0,Position emission tomography (PET scanner),453910,Pet and Pet Supplies Stores
319,Phones/Wireless,4,Retail,11,5731,"Radio, Television, and Consumer Electronics Stores",573199,Phones/Wireless,59610200.0,"Computer equipment and electronics, mail order",443142,Electronics Stores
291,Photography,4,Retail,11,7384,Photofinishing Laboratories,738400,Photography,48999902.0,Missile tracking by telemetry and photography,812921,Photofinishing Laboratories
292,Piercing,4,Retail,11,7299,Miscellaneous Personal Services,729900,Piercing,80529902.0,Personal care facility,812199,Other Personal Care Services
293,Plumbing Supply,4,Retail,11,5074,Plumbing and Heating Equipment and Supplies,507400,Plumbing Supply,17110000.0,"Plumbing, heating, air-conditioning",444190,Other Building Material Dealers
320,Plus Size,4,Retail,11,5621,Women's Clothing Stores,562199,Plus Size,38210117.0,"Particle size reduction apparatus, laboratory",448120,Women's Clothing Stores
321,Pool & Spa,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Pool & Spa,51699913.0,Swimming pool and spa chemicals,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
